rounded_lng,rounded_lat,City,IDX,Genus,species_name
-122.385049,37.741251,SanFrancisco,75,acacia,melanoxylon
-96.75168,43.480156,LosAngeles,76,ulmus,platanoides
-118.437456,33.987776,LosAngeles,77,pyrus,kawakamii
-118.655625,34.181162,LosAngeles,78,ligustrum,lucidum
-105.009683,39.767708,Denver,79,malus,sylvestris
-113.446055,53.548862,Edmonton,80,ulmus,americana
-76.964486,38.858001,WashingtonDc,81,amelanchier,
-122.387801,37.743821,SanFrancisco,82,magnolia,grandiflora
-76.990316,38.866185,WashingtonDc,83,lagerstroemia,
-122.382721,47.561542,Seattle,84,ulmus,
-118.425669,34.081157,LosAngeles,85,syzygium,paniculatum
-123.082368,49.238064,Vancouver,86,carpinus,
-113.418553,53.544184,Edmonton,87,larix,
-113.414121,53.608801,Edmonton,88,ulmus,americana
-121.849196,37.259459,SanJose,89,washingtonia,
-121.857339,37.220874,SanJose,90,malus,
-118.601481,34.227402,LosAngeles,91,liriodendron,tulipifera
-76.934078,38.894859,WashingtonDc,92,aesculus,
-96.820766,43.525483,LosAngeles,93,fraxinus,freemanii
-118.590792,34.227671,LosAngeles,94,lagerstroemia,indica
-121.938872,37.242306,SanJose,95,liquidambar,
-118.42166,33.999757,LosAngeles,96,platanus,racemosa
-123.065707,49.212044,Vancouver,97,parrotia,
-118.288684,33.738707,LosAngeles,98,cupaniopsis,anacardioides
-121.884927,37.358115,SanJose,99,umbellularia,
-104.950683,39.786919,Denver,100,prunus,persica
-73.915137,40.834927,NewYork,101,lagerstroemia,
-73.933372,40.622421,NewYork,102,platanus,acerifolia
-118.587568,34.201196,LosAngeles,103,phoenix,canariensis
-118.246334,34.00476,LosAngeles,104,pittosporum,rhombifolium
-118.619063,34.217752,LosAngeles,105,koelreuteria,bipinnata
-114.172983,51.031867,Calgary,106,populus,tremula
-121.843403,37.266041,SanJose,107,zelkova,
-122.274737,47.560533,Seattle,108,albizia,julibrissin
-104.960424,39.691072,Denver,109,populus,species
-79.93799,40.432479,Pittsburgh,110,platanus,acerifolia
-73.756303,45.493538,Montreal,111,quercus,
-123.087982,49.229378,Vancouver,112,liquidambar,styraciflua
-73.804233,45.50196,Montreal,113,syringa,reticulata
-78.905075,42.956716,LosAngeles,114,tabebuia,reticulata
-118.516695,34.177508,LosAngeles,115,cinnamomum,camphora
-122.028636,37.337507,Cupertino,116,prunus,avium
-121.909846,37.357943,SanJose,117,celtis,
-121.881147,37.354775,SanJose,118,pyrus,
-118.323301,34.054845,LosAngeles,119,erythrina,caffra
-123.028111,49.279114,Vancouver,120,quercus,rubra
-123.128679,49.247297,Vancouver,121,ulmus,
-77.026059,38.917843,WashingtonDc,122,tilia,
-74.197193,40.549439,NewYork,123,liquidambar,styraciflua
-104.887614,39.770051,Denver,124,ulmus,hybrida
-79.915877,40.461179,Pittsburgh,125,pyrus,calleryana
-114.160069,51.043725,Calgary,126,picea,glauca
-118.568025,34.197384,Buffalo,127,pyrus,japonicum
-123.148945,49.224242,Vancouver,128,magnolia,
-121.831127,37.340135,SanJose,129,eriobotrya,
-123.079972,49.211603,Vancouver,130,acer,
-114.048296,50.966422,Calgary,131,crataegus,
-123.049561,49.246061,Vancouver,132,parrotia,
-105.264966,39.99774,Boulder,133,fraxinus,pennsylvanica
-105.041657,39.784069,Denver,134,prunus,
-118.45413,34.259755,Buffalo,135,acer,lucidum
-113.393357,53.46754,Edmonton,136,populus,tremuloides
-74.240373,40.498543,NewYork,137,fraxinus,pennsylvanica
-77.022209,38.958466,WashingtonDc,138,syringa,
-78.811641,42.947431,LosAngeles,139,robinia,platanoides
-96.684287,43.538431,Buffalo,140,acer,platanoides
-82.923843,39.948315,Columbus,141,zelkova,
-73.550677,45.571272,Montreal,142,celtis,
-122.405013,47.671506,Seattle,143,populus,tremuloides
-80.025992,40.410592,Pittsburgh,144,prunus,serotina
-122.386514,47.68233,Seattle,145,magnolia,grandiflora
-121.766384,37.293047,SanJose,146,washingtonia,
-118.363572,34.02167,LosAngeles,147,ceratonia,siliqua
-123.041913,49.240667,Vancouver,148,parrotia,
-114.120921,51.000562,Calgary,149,ulmus,americana
-121.976117,37.278006,SanJose,150,tilia,
-104.881392,39.653464,Denver,151,pinus,mugo
-76.985966,38.897286,WashingtonDc,152,acer,
-122.777765,49.200585,Surrey,153,liriodendron,tulipifera
-74.090744,40.642684,NewYork,154,cercis,canadensis
-114.01066,50.860941,Calgary,155,ulmus,americana
-121.880416,37.330079,SanJose,156,solanum,
-122.425304,37.750684,SanFrancisco,157,phoenix,canariensis
-114.074623,50.939727,Calgary,158,ulmus,pumila
-121.86343,37.36165,SanJose,159,prunus,
-78.818349,42.93796,Buffalo,160,pyrus,calleryana
-118.503699,34.265959,LosAngeles,161,citrus,sinensis
-73.865588,40.69114,NewYork,162,koelreuteria,paniculata
-73.583689,45.555857,Montreal,163,amelanchier,
-123.023918,49.2531,Vancouver,164,juniperus,
-122.023621,37.296058,SanJose,165,lophostemon,
-105.265031,40.019699,Boulder,166,catalpa,
-122.385593,37.730119,SanFrancisco,167,magnolia,grandiflora
-82.86978,39.954003,Columbus,168,quercus,
-121.829547,37.340145,SanJose,169,cupressus,
-122.284656,47.522714,Seattle,170,acer,platanoides
-122.840087,49.197539,Surrey,171,parrotia,persica
-76.98452,38.894235,WashingtonDc,172,ginkgo,
-122.437192,37.789365,SanFrancisco,173,magnolia,doltsopa
-122.437192,37.789365,SanFrancisco,173,magnolia,doltsopa
-122.437192,37.789365,SanFrancisco,173,magnolia,doltsopa
-122.437192,37.789365,SanFrancisco,173,magnolia,doltsopa
-83.046248,39.924345,Columbus,174,cornus,
-74.006243,40.680656,NewYork,175,gleditsia,triacanthos
-73.625913,45.54187,Montreal,176,malus,
-80.450226,43.463995,Kitchener,177,sorbus,hybrida
-122.869571,49.172354,Surrey,178,styrax,japonica
-122.374995,47.568555,Seattle,179,amelanchier,
-78.84624,42.935953,Buffalo,180,acer,platanoides
-78.862012,42.884953,Buffalo,181,cornus,
-78.840035,42.951648,LosAngeles,182,acacia,campestre
-122.403475,37.733869,SanFrancisco,183,prunus,
-78.800921,42.895624,LosAngeles,184,trachycarpus,reticulata
-118.253079,34.079335,LosAngeles,185,sequoia,sempervirens
-79.958087,40.477145,Pittsburgh,186,acer,rubrum
-118.481669,34.003866,SantaMonica,187,wodyetia,bifurcata
-118.529488,34.209914,SiouxFalls,188,fraxinus,velutina
-122.365352,47.566691,Seattle,189,nyssa,sylvatica
-118.513505,34.209357,LosAngeles,190,cinnamomum,camphora
-122.460157,37.724466,SanFrancisco,191,lophostemon,confertus
-122.339429,47.716704,Seattle,192,pseudotsuga,menziesii
-122.346731,47.651484,Seattle,193,populus,tremuloides
-118.288957,34.111491,LosAngeles,194,cedrus,deodara
-118.346216,34.004657,LosAngeles,195,jacaranda,acutifolia
-104.970449,39.719989,Denver,196,tilia,cordata
-123.048744,49.234669,Vancouver,197,fraxinus,
-122.356154,47.526545,Seattle,198,liriodendron,tulipifera
-118.584576,34.214168,LosAngeles,199,magnolia,grandiflora
-113.509013,53.423931,Edmonton,200,prunus,virginiana
-96.686334,43.516188,LosAngeles,201,koelreuteria,pungens
-104.814546,39.776509,Denver,202,picea,glauca
-123.141403,49.217607,Vancouver,203,quercus,
-118.539021,34.267753,LosAngeles,204,zelkova,serrata
-78.884775,42.956595,Buffalo,205,celtis,occidentalis
-104.954808,39.663084,Denver,206,populus,tremuloides
-122.440176,37.761712,SanFrancisco,207,tilia,cordata
-118.200727,34.114401,LosAngeles,208,cordyline,australis
-82.930461,39.942963,Columbus,209,quercus,
-118.482547,34.012622,SantaMonica,210,platanus,
-121.802551,37.258604,SanJose,211,cupressus,
-122.383207,47.545365,Seattle,212,malus,red
-122.434913,37.74326,SanFrancisco,213,cupaniopsis,anacardioides
-122.299427,47.546293,Seattle,214,acer,
-114.074603,51.098506,Calgary,215,fraxinus,pennsylvanica
-118.477302,34.019187,SantaMonica,216,prunus,caroliniana
-122.459085,37.788364,SanFrancisco,217,rhopalostylis,baueri
-118.503246,34.202327,LosAngeles,218,tipuana,tipu
-121.803844,37.268729,SanJose,219,robinia,
-122.289862,47.535759,Seattle,220,robinia,pseudoacacia
-122.302561,47.621719,Seattle,221,gleditsia,
-78.881164,42.913247,LosAngeles,222,ligustrum,miyabei
-123.144751,49.216802,Vancouver,223,acer,
-122.716527,49.04114,Surrey,224,fraxinus,exelsior
-121.925957,37.275635,SanJose,225,zelkova,
-122.393154,37.73237,SanFrancisco,226,olea,majestic
-121.842607,37.386453,SanJose,227,ziziphus,
-121.826437,37.329055,SanJose,228,syagrus,
-73.738205,40.678251,NewYork,229,malus,
-121.80388,37.241565,SanJose,230,pistacia,
-121.868006,37.386238,SanJose,231,gleditsia,
-83.021337,40.032874,Columbus,232,platanus,
-121.882337,37.348765,SanJose,233,celtis,
-104.968646,39.684849,Denver,234,celtis,occidentalis
-118.59036,34.197473,SiouxFalls,235,acer,terebinthifolius
-123.059419,49.218223,Vancouver,236,prunus,
-122.429691,37.746795,SanFrancisco,237,olea,europaea
-122.398214,47.686917,Seattle,238,cladrastis,kentukea
-77.000638,38.828772,WashingtonDc,239,acer,
-118.30825,34.052538,LosAngeles,240,ginkgo,biloba
-96.724178,43.509834,Buffalo,241,tilia,occidentalis
-82.984794,40.01115,Columbus,242,picea,
-121.884977,37.255805,SanJose,243,pistacia,
-122.428805,37.757163,SanFrancisco,244,acer,palmatum
-114.033107,51.040861,Calgary,245,fraxinus,
-121.90701,37.366104,SanJose,246,betula,
-118.491816,34.263749,Buffalo,247,syringa,alba
-73.906059,40.885539,NewYork,248,cercis,canadensis
-118.487015,34.003547,SantaMonica,249,metrosideros,excelsus
-73.544614,45.662955,Montreal,250,malus,
-73.544614,45.662955,Montreal,250,malus,
-73.585246,45.589422,Montreal,251,ulmus,davidiana
-122.335061,47.697153,Seattle,252,liriodendron,
-79.931741,40.476971,Pittsburgh,253,pyrus,calleryana
-118.441414,34.021222,LosAngeles,254,cupaniopsis,anacardioides
-104.908846,39.75346,Denver,255,thuja,occidentalis
-121.87143,37.33813,SanJose,256,jacaranda,
-73.845745,40.774355,NewYork,257,chamaecyparis,pisifera
-105.255539,39.981562,Boulder,258,acer,ginnala
-73.677297,45.499012,Montreal,259,tilia,
-118.211272,34.135262,LosAngeles,260,cedrus,deodara
-73.752595,40.607332,NewYork,261,gymnocladus,dioicus
-121.940568,37.248746,SanJose,262,zelkova,
-122.396734,37.728297,SanFrancisco,263,prunus,cerasifera
-121.996023,37.312893,Cupertino,264,quercus,agrifolia
-118.207885,34.09286,LosAngeles,265,schinus,molle
-113.996121,51.002382,Calgary,266,populus,
-114.117767,51.059361,Calgary,267,fraxinus,pennsylvanica
-118.433315,34.018616,LosAngeles,268,jacaranda,acutifolia
-123.098272,49.259175,Vancouver,269,aesculus,
-122.370524,47.542856,Seattle,270,prunus,
-114.111991,51.051951,Calgary,271,betula,
-114.134312,51.083499,Calgary,272,fraxinus,pennsylvanica
-122.288606,47.566026,Seattle,273,quercus,phellos
-122.464247,37.727838,SanFrancisco,274,leptospermum,scoparium
-122.464247,37.727838,SanFrancisco,274,leptospermum,scoparium
-122.464247,37.727838,SanFrancisco,274,leptospermum,scoparium
-104.91485,39.725583,Denver,275,ulmus,saccharum
-118.549125,34.222203,Buffalo,276,ulmus,velutina
-123.031742,49.226356,Vancouver,277,cornus,
-122.437017,37.744727,SanFrancisco,278,tristaniopsis,laurina
-121.895942,37.365696,SanJose,279,washingtonia,
-122.334,47.612787,Seattle,280,zelkova,serrata
-104.963374,39.743884,Denver,281,koelreuteria,paniculata
-121.906667,37.258035,SanJose,282,liquidambar,
-74.133821,40.555404,NewYork,283,prunus,cerasifera
-82.98425,39.961861,Columbus,284,pyrus,
-113.577649,53.448314,Edmonton,285,ulmus,
-121.838663,37.396774,SanJose,286,schinus,
-118.202517,34.121418,LosAngeles,287,eugenia,myrtifolia
-80.007952,40.447704,Pittsburgh,288,gleditsia,triacanthos
-76.955647,38.894639,WashingtonDc,289,tilia,
-122.002608,37.317303,Cupertino,290,fraxinus,americana
-76.963076,38.86321,WashingtonDc,291,prunus,
-96.685105,43.54202,LosAngeles,292,quercus,pennsylvanica
-123.134524,49.218319,Vancouver,293,parrotia,
-118.493614,34.019132,SantaMonica,294,washingtonia,robusta
-118.246253,33.949154,LosAngeles,295,callistemon,lanceolatus
-77.103708,38.944457,WashingtonDc,296,cornus,
-76.982168,38.870863,WashingtonDc,297,prunus,
-73.563898,45.65863,Montreal,298,populus,
-78.851089,42.944279,Buffalo,299,quercus,bicolor
-118.292868,34.114665,LosAngeles,300,quercus,agrifolia
-121.869482,37.387823,SanJose,301,trachycarpus,
-79.975673,40.427507,Pittsburgh,302,platanus,acerifolia
-73.561997,45.486565,Montreal,303,pinus,nigra
-104.905686,39.738644,Denver,304,rhamnus,cathartica
-73.81395,40.767432,NewYork,305,parrotia,persica
-82.951337,39.942749,Columbus,306,carpinus,
-73.856131,45.507578,Montreal,307,populus,
-83.097213,40.084474,Columbus,308,fraxinus,
-118.50538,34.166776,LosAngeles,309,acer,paxii
-118.272551,34.077822,LosAngeles,310,harpephyllum,caffrum
-122.799625,49.178882,Surrey,311,liriodendron,tulipifera
-121.877405,37.248312,SanJose,312,sequoia,
-118.421127,34.279454,Buffalo,313,malus,styraciflua
-105.280471,40.052742,Boulder,314,ulmus,pumila
-77.086269,38.956895,WashingtonDc,315,prunus,
-121.816676,37.251299,SanJose,316,zelkova,
-83.072077,39.946167,Columbus,317,fraxinus,
-114.084666,51.037896,Calgary,318,quercus,macrocarpa
-122.767669,49.115503,Surrey,319,cornus,kousa
-122.806211,49.163821,Surrey,320,cercidiphyllum,japonicum
-118.311675,33.745236,LosAngeles,321,lagerstroemia,indica
-122.298789,47.608882,Seattle,322,fagus,sylvatica
-76.954448,38.891441,WashingtonDc,323,prunus,
-80.503327,43.455343,Kitchener,324,amelanchier,rubra
-121.826527,37.341565,SanJose,325,eriobotrya,
-114.057135,50.965666,Calgary,326,crataegus,mordenensis
-113.498226,53.411553,Edmonton,327,malus,
-113.526958,53.516889,Edmonton,328,ulmus,americana
-122.270105,47.527624,Seattle,329,quercus,rubra
-123.18003,49.26143,Vancouver,330,tilia,
-123.133494,49.223911,Vancouver,331,prunus,serrulata
-121.877904,37.35087,SanJose,332,callistemon,
-118.356443,34.275294,LosAngeles,333,robinia,pseudoacacia
-122.422526,37.80059,SanFrancisco,334,acacia,baileyana
-73.649397,45.459554,Montreal,335,malus,
-113.414286,53.464441,Edmonton,336,pinus,contorta
-118.414749,33.962962,LosAngeles,337,magnolia,grandiflora
-118.446582,34.22836,LosAngeles,338,catalpa,speciosa
-78.803118,42.873194,Buffalo,339,ulmus,pumila
-74.165256,40.556973,NewYork,340,gleditsia,triacanthos
-96.692751,43.538293,SiouxFalls,341,fraxinus,pennsylvanica
-74.148077,40.547185,NewYork,342,platanus,acerifolia
-118.48655,34.068441,LosAngeles,343,dracaena,draco
-118.330158,34.059474,LosAngeles,344,ceratonia,siliqua
-82.959039,39.960337,Columbus,345,amelanchier,
-122.746201,49.120312,Surrey,346,crataegus,lavallei
-122.485435,37.745064,SanFrancisco,347,prunus,patersonii
-118.325147,33.721199,LosAngeles,348,feijoa,sellowiana
-76.98278,38.861385,WashingtonDc,349,gymnocladus,
-123.150954,49.259058,Vancouver,350,magnolia,
-122.800874,49.124368,Surrey,351,gleditsia,triacanthos
-123.129046,49.283236,Vancouver,352,aesculus,
-79.899994,40.483329,Pittsburgh,353,ulmus,pumila
-122.317499,47.691351,Seattle,354,tilia,cordata
-82.916927,39.973309,Columbus,355,alnus,
-118.339625,34.070123,LosAngeles,356,platanus,acerifolia
-122.423259,37.805419,SanFrancisco,357,platanus,hispanica
-121.908577,37.345715,SanJose,358,acer,
-80.315515,43.424453,Cambridge,359,acer,
-73.954228,40.735282,NewYork,360,maackia,amurensis
-78.854097,42.943215,LosAngeles,361,ginkgo,dioicus
-118.493185,34.023146,SantaMonica,362,washingtonia,robusta
-123.143628,49.212678,Vancouver,363,prunus,
-82.975605,39.977827,Columbus,364,fraxinus,
-78.90573,42.951055,LosAngeles,365,podocarpus,saccharinum
-114.084135,51.031185,Calgary,366,prunus,virginiana
-122.344853,47.624575,Seattle,367,platanus,acerifolia
-118.306506,33.812464,LosAngeles,368,callistemon,lanceolatus
-113.455529,53.450083,Edmonton,369,fraxinus,pennsylvanica
-80.349079,43.388432,Cambridge,370,acer,platanoides
-73.798347,40.595011,NewYork,371,eucommia,ulmoides
-83.006328,39.978472,Columbus,372,alnus,
-105.027317,39.751274,Denver,373,fraxinus,pennsylvanica
-76.930949,38.890726,WashingtonDc,374,cladrastis,
-114.116836,51.00674,Calgary,375,ulmus,americana
-122.460486,37.733006,SanFrancisco,376,schinus,terebinthifolius
-121.941487,37.313035,SanJose,377,pistacia,
-73.547847,45.452481,Montreal,378,tilia,
-118.480556,34.043226,SantaMonica,379,tipuana,tipu
-78.478387,38.025205,Charlottesville,380,oxydendrum,arboreum
-80.411025,43.428454,Kitchener,381,fraxinus,excelsior
-113.48504,53.598364,Edmonton,382,gleditsia,triacanthos
-121.855807,37.243615,SanJose,383,betula,
-122.425137,37.758336,SanFrancisco,384,geijera,parviflora
-73.769269,45.506406,Montreal,385,ostrya,
-96.736192,43.556362,Buffalo,386,acer,saccharum
-77.01502,38.967252,WashingtonDc,387,prunus,
-122.444131,37.731666,SanFrancisco,388,callistemon,viminalis
-73.798194,40.767763,NewYork,389,styphnolobium,japonicum
-122.047143,37.302364,Cupertino,390,liquidambar,styraciflua
-105.27049,40.00001,Boulder,391,picea,pungens
-79.951592,40.436516,Pittsburgh,392,malus,spp
-122.292448,47.602536,Seattle,393,acer,platanoides
-76.998153,38.891974,WashingtonDc,394,ulmus,
-73.841301,40.896492,NewYork,395,robinia,pseudoacacia
-114.210807,51.070506,Calgary,396,fraxinus,pennsylvanica
-83.008372,39.991896,Columbus,397,acer,
-118.271579,34.049555,LosAngeles,398,koelreuteria,bipinnata
-74.158621,40.585607,NewYork,399,tilia,cordata
-122.321933,47.623012,Seattle,400,zelkova,serrata
-122.481946,37.754306,SanFrancisco,401,tristaniopsis,laurina
-73.855011,40.900767,NewYork,402,gleditsia,triacanthos
-122.438752,37.796927,SanFrancisco,403,magnolia,grandiflora
-118.475999,34.067764,LosAngeles,404,cupressus,sempervirens
-122.042455,37.304559,Cupertino,405,lagerstroemia,
-122.880324,49.172132,Surrey,406,acer,rubrum
-77.017103,38.918489,WashingtonDc,407,lagerstroemia,indica
-113.48606,53.504126,Edmonton,408,malus,baccata
-118.598815,34.15928,LosAngeles,409,schinus,molle
-73.550914,45.466217,Montreal,410,phellodendron,amurensis
-122.454858,37.710409,SanFrancisco,411,tristaniopsis,laurina
-122.454858,37.710409,SanFrancisco,411,tristaniopsis,laurina
-122.454858,37.710409,SanFrancisco,411,tristaniopsis,laurina
-122.454858,37.710409,SanFrancisco,411,tristaniopsis,laurina
-118.268405,34.07902,LosAngeles,412,catalpa,
-118.391684,34.037221,LosAngeles,413,araucaria,araucana
-96.752116,43.533167,SiouxFalls,414,fraxinus,pennsylvanica
-118.366187,34.055963,LosAngeles,415,platanus,acerifolia
-105.053102,39.787574,Denver,416,pinus,ponderosa
-73.642297,45.496747,Montreal,417,ostrya,
-122.795402,49.202824,Surrey,418,liriodendron,tulipifera
-80.299873,43.365345,Cambridge,419,crataegus,
-77.068483,38.910668,WashingtonDc,420,tilia,
-76.99958,38.899286,WashingtonDc,421,tilia,
-122.387239,37.756309,SanFrancisco,422,melaleuca,
-73.613413,45.492813,Montreal,423,gymnocladus,
-121.764316,37.321662,SanJose,424,prunus,
-82.978976,40.08011,Columbus,425,metasequoia,
-113.503021,53.563284,Edmonton,426,picea,pungens
-96.807166,43.506287,SiouxFalls,427,acer,saccharinum
-76.998446,38.832621,WashingtonDc,428,prunus,
-76.996459,38.884328,WashingtonDc,429,tilia,
-122.795397,49.203642,Surrey,430,liriodendron,tulipifera
-122.390304,37.760161,SanFrancisco,431,cupressus,sempervirens
-104.812232,39.776996,Denver,432,gleditsia,triacanthos
-83.123206,40.069144,Columbus,433,fraxinus,
-80.322116,43.36754,Cambridge,434,juglans,nigra
-105.053113,39.741367,Denver,435,ailanthus,altissima
-104.896129,39.788416,Denver,436,gleditsia,triacanthos
-122.50228,37.741322,SanFrancisco,437,arbutus,
-118.271712,34.022539,LosAngeles,438,pinus,canariensis
-73.530106,45.598725,Montreal,439,celtis,
-113.961221,51.045696,Calgary,440,picea,glauca
-121.761188,37.24226,SanJose,441,lagerstroemia,
-105.025083,39.751766,Denver,442,celtis,occidentalis
-122.314281,47.607957,Seattle,443,pinus,
-83.091111,39.91264,Columbus,444,tilia,
-76.938973,38.912786,WashingtonDc,445,cladrastis,
-121.877643,37.237025,SanJose,446,quercus,
-73.546814,45.66455,Montreal,447,pyrus,
-104.95099,39.726245,Denver,448,populus,tremuloides
-122.395589,47.647918,Seattle,449,malus,
-122.353962,47.535226,Seattle,450,fraxinus,americana
-73.990055,40.643554,NewYork,451,koelreuteria,paniculata
-104.914006,39.702133,Denver,452,crataegus,crusgalli
-118.454276,34.251005,LosAngeles,453,ceratonia,siliqua
-122.471668,37.735113,SanFrancisco,454,cupressus,macrocarpa
-79.99513,40.417519,Pittsburgh,455,morus,alba
-122.384506,47.546037,Seattle,456,prunus,domestica
-121.875694,37.377785,SanJose,457,acer,
-121.859617,37.388345,SanJose,458,prunus,
-104.962695,39.671164,Denver,459,aesculus,glabra
-123.17268,49.26059,Vancouver,460,quercus,
-78.870172,42.914137,LosAngeles,461,brachychiton,platanoides
-114.001953,50.917954,Calgary,462,ulmus,americana
-122.471267,37.74572,SanFrancisco,463,metrosideros,excelsa
-122.425254,37.744527,SanFrancisco,464,olea,europaea
-122.2415,47.5004,Seattle,465,carpinus,caroliniana
-73.717734,45.511808,Montreal,466,prunus,
-73.717734,45.511808,Montreal,466,prunus,
-118.259968,33.802713,LosAngeles,467,ficus,microcarpa
-114.086202,51.134886,Calgary,468,fraxinus,pennsylvanica
-73.94482,40.732071,NewYork,469,koelreuteria,paniculata
-122.392939,47.631028,Seattle,470,acer,pseudoplatanus
-118.416537,34.145272,LosAngeles,471,cordyline,australis
-77.029636,38.932024,WashingtonDc,472,nyssa,
-86.538832,39.152589,Bloomington,473,quercus,
-104.960534,39.690131,Denver,474,tilia,cordata
-118.311837,34.022284,LosAngeles,475,platanus,acerifolia
-74.090427,40.587208,NewYork,476,liquidambar,styraciflua
-123.19535,49.24532,Vancouver,477,crataegus,
-82.858913,39.926144,Columbus,478,liquidambar,
-123.16611,49.248219,Vancouver,479,crataegus,
-73.619823,45.554506,Montreal,480,picea,
-76.984392,38.902572,WashingtonDc,481,quercus,
-123.107359,49.263869,Vancouver,482,carpinus,
-79.926533,40.467105,Pittsburgh,483,crataegus,spp
-79.926533,40.467105,Pittsburgh,483,crataegus,acerifolia
-79.926533,40.467105,Pittsburgh,483,crataegus,acerifolia
-122.354097,47.636519,Seattle,484,acer,
-122.29141,47.611024,Seattle,485,cornus,kousa
-122.862123,49.130488,Surrey,486,cornus,kousa
-82.966322,40.10147,Columbus,487,malus,
-105.240561,39.988988,Boulder,488,ulmus,pumila
-73.704333,40.73829,NewYork,489,ginkgo,biloba
-123.143953,49.21789,Vancouver,490,sorbus,
-78.860166,42.906629,LosAngeles,491,zelkova,subhirtella
-104.955784,39.712984,Denver,492,celtis,occidentalis
-118.570827,34.176075,SiouxFalls,493,fraxinus,cunninghamiana
-96.796723,43.511873,SiouxFalls,494,fraxinus,pennsylvanica
-76.925279,38.901877,WashingtonDc,495,cercis,
